n,F(n)
388402531966175577613964002082087168392178150701,5740178551821996164055827013659905061270045960645509682211924868405205426362694236504770693846961831804211988693461
388533623085041320892107159301170321676305889503,7316888413229542224785511534567215711483843261408449260686917456916781092303843133273542138064696199199930055724275
389086009830379640790544171750255817587705341449,18046065239005700445846784872604990415764068148575876433069605499638912244594840391123988377867852644790981640006736
394838845744944460620161001893644204154084919791,20808890817647434917526899197501001588495455693895120107538102910674132866881292970486300346232399234399705003507381
394855077014551191563749460019956040278712609289,11434343204009896354508285209786596349773322318421405623080416975584280023595152160018253034210995771649756833282252
395400196763171397383687952115786558144184274553,10004922982281168684319675370381971858368485287024194116250442843795962698050090923404206994031735213577475503207382
395416451109128945997576593131660993980092411087,12712746295274953034395118224486261574277760848794095768726191211508412901376459053329180564588232399215633943519672
395533649688751020408278082011057628264615765859,4609476264959571492823735127195320901663448600951174667802005008038273399714257051632918002715964851351861370200332
395549909520770637720220339271237265143938027061,17549935258668936219961454059031506365134766277415316578008442084594866228857941579286172671069795667878148011234784
397837489438552377989319529928329955737193991571,11752587343959761985227594310342848141101349996306279129537981866735018911613727391079363629491827180514714212760114
401968994265174115635513344404997531846078930917,12387800678073741594438530702003387053179910730241529403294868880319927559974953825933112059062949707556106407548963
404293697612890720935710029790529328230179948387,1416625885232306618460059777765367705106371224513368567758769868431569011090348890074948150495902006997705036864772
404310317558159469879687116467980988404859973173,1447844556191915549218085587029402166577196211079322212314769856465238419587877691261289660455352774796714843516143
405005139403851254665333901634589329258923278663,5308826934418683025153077258773436731886634582634544845940657298205945757726007733185491910140930355184446663176968
405021788595491385303070458236463085030244753777,658037168908034755037647045538272346524381690505845153549847146654940282724342700520465239308681523302147475920311
407211063296204891060932932908960836121490240107,9531639157797509787418703985566820518079723069673984257376648561595487329921133026342261186947221534973321430031397
411594585407590790180068369935192129673758358369,15337023757040328528137285104504465429893630650946636443056334411453321805118833442546960389986633745209618845580247
438743407193001626033669701370546885569812435923,18835484138148309458405980736793793007999791772655467349042359210814144862732872356222156764362411875874338831700069
468246536727982305747713693736357157898795752559,22349671481736071467511387284870999291826969242070469001021084715292631684877015195567112644449763869529432378649213
491069534028726119300212052852177856438218109871,923654991079087494289763319361797044646951554206313565865491936567429368237713874942990829195243073403644339380833
502114868234190865386827305887201107368111690709,7263255758877466343673451392954606870426971723192166836293727381040051432616910100542987425212173274780113466672942
502998447432268018847480284281566385746742698641,5157080854868861450303367776272595500949487306905245120536541177661936739561254730010483317689590071462633397449744
511161234435007960281969021874262547354514754177,18331525464870238930772586806084405731923248364317594463591528815189885153998501724683696663094040262070309050067115
511182247554406003320057508775830135503602232583,15774468681953099154680184108875157495696377126949173685934775425044822046194827008338350115990641511258622454627
227607955249843964678861767734373188572198165598844351909,18604175659031379374552163756241960588293811874992074918053035361835844088821311411390335536350512203591098846836716
231301635157442130361475047769509456621959446725279449173,4338286649297820510528824984210357345904379900267003222343934561891212789172911811382117179787647742325725776913774
231311143642337112937900755248146907798841989721881562067,12048592041751043493649231986880061904119144523037224231596554720380779260276853657337392845460883976423655887781086
